SURVEY ROUND,SITE NAME,STATE,LGA,WARD,LATITUDE,LONGITUDE,SITE MANAGEMENT AGENCY (SMA),SMA TYPE,REGISTRATION ACTIVITY,SUPPORT WASH,SUPPORT HEALTH,SUPPORT SHELTER/NFI,SUPPORT FOOD,SUPPORT PROTECTION,SUPPORT EDUCATION,SUPPORT LIVELIHOOD,SITE CLASSIFICATION,SITE TYPE,LAND OWNERSHIP,COMMON SHELTER TYPE,NO OF HOUSEHOLDS,INFANTS MALE,INFANTS FEMALE,CHILDREN MALE,CHILDREN FEMALE,YOUTH MALE,YOUTH FEMALE,ADULT MALE,ADULT FEMALE,ELDERLY MALE,ELDERLY FEMALE,TOTAL NUMBER OF IDPS,PREVIOUSLY BEEN DISPLACED,INTENDED RETURN AREA,WHY NOT RETURN,NO SHELTER,TENTS,MAKESHIFT,INDOORS,ACCESS ELECTRICITY,ACCESS SAFE COOKING,HAVE PRIVATE AREAS,HAVE MOSQUITO NETS,MOST NEEDED NFI,WATER SOURCE LOCATION,DRINKING WATER SOURCE,WATER CONSUMPTION,DRINKING WATER POTABLE,DRINKING WATER QUALITY COMPLAINTS,LATRINE CONDITION,FUNCTIONING TOILET,GARBAGE DISPOSAL,SOLID WASTE PROBLEM,HAND WASHING STATIONS,HYGIENE PROMOTION CAMPAIGN,OPEN DEFECATION,ACCESS TO FOOD,ACCESS TO MARKET,DISTRIBUTION FREQUENCY,OBTAINING FOOD,MALNUTRITION SCREENING,MOST PREVALENT HEALTH PROBLEM,ACCESS TO MEDICINE,ACCESS TO HEALTH FACILITY,LOCATION HEALTH FACILITY,HEALTH FACILITIES PROVIDER,ACCESS TO EDUCATION,EDUCATION LOCATION,ATTENDING SCHOOL,MAJORITY OCCUPATION,ACCESS TO INCOME,LIVESTOCK,CULTIVATION,SOURCE OF INFORMATION FOR MOST RESIDENTS,MAIN TOPIC IDP'S IS REQUESTING INFORMATION,SERIOUS PROBLEM DUE TO LACK OF INFORMATION
14,ADAM KOLO,BORNO,MAFA,TAMSU NGAMDUA,11.83325,13.19051,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Host Communities,Host Communities,Private Building,Host family house,47,6,3,38,52,41,46,40,52,2,1,281,No,Place of origin,Lack of safety,None,None,<25%,<75%,None,<25%,<25%,<50%,Blankets/Mats,On-site (<10 mn),Hand pumps,10 - 15 ltr,Yes,No,Not so good (Not hygienic),20,Garbage pit,Yes,Yes but no soap/water inside,No,No,"Yes, on site",Yes,Once a month,Distribution,Yes,Malaria,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<50%,Daily labourer,Yes,Yes,No,Local Leader,Distribution,No
14,KALERI/ZANNARI,BORNO,MAFA,TAMSU NGAMDUA,11.83335,13.18809,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Host Communities,Host Communities,Private Building,Host family house,165,19,10,168,147,141,160,140,181,4,6,976,No,Place of origin,Lack of safety,None,<25%,<50%,<75%,<25%,<50%,<25%,<50%,Blankets/Mats,On-site (<10 mn),Hand pumps,5 - 10 ltr,No,Yes,Good (Hygienic),30,Burning,No,Yes but no soap/water inside,Yes,No,"Yes, on site",Yes,Once a month,Distribution,Yes,Malaria,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<25%,Daily labourer,Yes,Yes,No,Local Leader,Distribution,No
14,GWOZARI,BORNO,MAFA,TAMSU NGAMDUA,11.83417,13.19397,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Host Communities,Host Communities,Private Building,Host family house,353,41,21,315,354,304,340,300,387,9,12,2083,No,Place of origin,Lack of safety,<25%,<25%,<50%,>75%,<25%,<50%,<25%,<50%,Blankets/Mats,On-site (<10 mn),Hand pumps,>15 ltr,Yes,No,Not so good (Not hygienic),30,Burning,Yes,Yes,Yes,Yes,"Yes, on site",Yes,Once a month,Cash,Yes,Cough,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<50%,Daily labourer,Yes,Yes,No,Radio/news,Safety and Security,No
14,MAGUMERI TOWN,BORNO,MAGUMERI,MAGUMERI,12.11427,12.82506,No,,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Host Communities,Host Communities,Private Building,Host family house,495,77,76,184,530,245,367,459,484,51,77,2550,Yes,Place of origin,Lack of safety,None,None,<25%,>75%,<75%,<50%,<50%,<25%,Kitchen sets,On-site (<10 mn),Piped water supply,>15 ltr,Yes,No,Not so good (Not hygienic),0,Burning,Yes,Yes but no soap/water inside,No,Yes,"Yes, on site",Yes,Everyday,Cash,No,Malaria,No,Yes,On-site (<3 km),Government,Yes,On-site,>75%,Petty trade,Yes,Yes,Yes,Radio/news,Situation in areas of origin,No
14,BUKAR KUMSHE STREET,BORNO,MAIDUGURI M. C.,BOLORI  I,11.85681,13.10663,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Host Communities,Host Communities,Private Building,Host family house,420,33,48,126,248,224,396,525,385,66,16,2067,No,Place of origin,Accessibility,None,None,<25%,>75%,<50%,<50%,<50%,<75%,Blankets/Mats,On-site (>10 mn),Piped water supply,>15 ltr,Yes,No,Not so good (Not hygienic),0,Burning,Yes,Yes but no soap/water inside,Yes,Yes,"Yes, on site",No,Irregular,Host community donation,Yes,Cough,No,Yes,On-site (>3 km),Government,Yes,On-site,<25%,Daily labourer,Yes,Yes,No,Radio/news,Situation in areas of origin,No
14,BOLORI LAYOUT,BORNO,MAIDUGURI M. C.,BOLORI  I,11.85543,13.13207,No,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Host Communities,Host Communities,Private Building,Host family house,1085,83,125,318,636,577,1021,1353,992,169,41,5315,No,Place of origin,House damaged/destroyed,None,None,<25%,<75%,<25%,<50%,<50%,<75%,Blankets/Mats,On-site (<10 mn),Piped water supply,>15 ltr,No,Yes,Not so good (Not hygienic),0,No waste disposal system,Yes,Yes but no soap/water inside,Yes,Yes,"Yes, on site",Yes,Everyday,Cash,Yes,Cough,No,Yes,On-site (<3 km),Government,Yes,Off-site,<25%,Daily labourer,Yes,Yes,Yes,Radio/news,Safety and Security,No
14,OLD BOLORI,BORNO,MAIDUGURI M. C.,BOLORI  I,11.86252,13.12659,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Host Communities,Host Communities,Private Building,Host family house,1070,88,128,321,642,579,1025,858,1495,171,43,5350,No,Place of origin,Lack of safety,None,None,<25%,>75%,None,<50%,<50%,>75%,Blankets/Mats,On-site (<10 mn),Hand pumps,>15 ltr,Yes,No,Not so good (Not hygienic),0,Burning,Yes,Yes but no soap/water inside,Yes,Yes,"Yes, on site",Yes,Everyday,Cash,Yes,Cough,No,Yes,On-site (<3 km),Government,Yes,On-site,<75%,Petty trade,Yes,Yes,No,Radio/news,Safety and Security,No
14,FEDERAL CHEZCOAN,BORNO,MAIDUGURI M. C.,BOLORI  I,11.86443,13.11837,No,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Host Communities,Host Communities,Private Building,Host family house,1000,123,82,312,620,567,997,1320,974,165,40,5200,No,Place of origin,Lack of safety,None,None,<25%,>75%,<50%,<25%,<50%,<75%,Blankets/Mats,On-site (>10 mn),Piped water supply,>15 ltr,No,Yes,Not so good (Not hygienic),0,No waste disposal system,Yes,Yes but no soap/water inside,Yes,Yes,"Yes, on site",Yes,Everyday,Cash,Yes,Cough,No,Yes,Off-site (>3 km),Government,Yes,On-site,<75%,Petty trade,Yes,No,No,Radio/news,Situation in areas of origin,Yes
14,BY PASS,BORNO,MAIDUGURI M. C.,BOLORI  I,11.8535,13.11101,No,,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Host Communities,Host Communities,Private Building,Host family house,740,62,92,233,464,421,743,985,724,124,32,3880,No,Place of origin,Lack of food,None,<25%,<25%,<75%,<50%,<50%,<75%,>75%,Blankets/Mats,On-site (<10 mn),Piped water supply,>15 ltr,Yes,No,Not so good (Not hygienic),0,Burning,No,Yes but no soap/water inside,No,Yes,"Yes, on site",Yes,Everyday,Cash,Yes,Malaria,Yes,Yes,Off-site (<3 km),Government,Yes,On-site,<50%,Daily labourer,No,Yes,Yes,Radio/news,Situation in areas of origin,No
14,JAJERI BAYAN MAKARARTA,BORNO,MAIDUGURI M. C.,BOLORI  II,11.86867,13.12818,No,,No,Yes,No,Yes,Yes,Yes,Yes,No,Host Communities,Host Communities,Private Building,Host family house,660,229,328,250,344,540,795,630,409,111,74,3710,No,Place of origin,Lack of safety,None,None,<25%,>75%,<75%,<50%,<50%,>75%,Plastic sheeting,On-site (>10 mn),Piped water supply,10 - 15 ltr,Yes,No,Not so good (Not hygienic),0,No waste disposal system,Yes,Yes but no soap/water inside,No,Yes,"Yes, on site",Yes,Everyday,Cash,Yes,Cough,No,Yes,Off-site (<3 km),Government,Yes,On-site,<50%,Petty trade,No,No,No,Families/Friends,Other relief assistance,No
14,JAJERI BORE HOLE,BORNO,MAIDUGURI M. C.,BOLORI  II,11.867,13.12852,No,,Yes,Yes,No,Yes,Yes,Yes,No,No,Host Communities,Host Communities,Private Building,Host family house,1380,560,639,538,740,1164,1712,1356,881,240,160,7990,No,Place of origin,Accessibility,None,None,<25%,>75%,<75%,<75%,<75%,>75%,Blankets/Mats,On-site (<10 mn),Piped water supply,10 - 15 ltr,Yes,No,Not so good (Not hygienic),0,Burning,Yes,Yes but no soap/water inside,No,Yes,"Yes, on site",Yes,Everyday,Cash,Yes,Cough,No,Yes,Off-site (<3 km),Government,Yes,Off-site,<50%,Petty trade,No,Yes,No,Radio/news,Situation in areas of origin,No
14,UMARARI BUSSTOP,BORNO,MAIDUGURI M. C.,BOLORI  II,11.86833,13.13742,No,,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Host Communities,Host Communities,Private Building,Host family house,1459,563,804,614,844,1328,1380,1227,1106,274,182,8322,No,Place of origin,Lack of safety,None,None,None,>75%,<50%,<75%,<50%,<50%,Blankets/Mats,On-site (<10 mn),Hand pumps,10 - 15 ltr,Yes,No,Not so good (Not hygienic),0,Burning,Yes,Yes but no soap/water inside,Yes,No,"Yes, on site",Yes,Everyday,Cash,Yes,Cough,No,Yes,Off-site (<3 km),Government,Yes,On-site,<50%,Daily labourer,Yes,Yes,No,Radio/news,Safety and Security,No
14,UMARARI KANTISHABIYA,BORNO,MAIDUGURI M. C.,BOLORI  II,11.87038,13.13652,No,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Host Communities,Host Communities,Private Building,Host family house,1350,547,782,597,821,1292,1899,1504,978,266,177,8863,No,Place of origin,House damaged/destroyed,None,None,<25%,>75%,<25%,<50%,<50%,<75%,Blankets/Mats,On-site (<10 mn),Piped water supply,>15 ltr,No,Yes,Not so good (Not hygienic),0,No waste disposal system,Yes,Yes but no soap/water inside,Yes,Yes,"Yes, on site",Yes,Everyday,Cash,Yes,Malaria,No,Yes,On-site (<3 km),Government,Yes,Off-site,<25%,Daily labourer,Yes,Yes,Yes,Radio/news,Situation in areas of origin,No
14,KANGALIYA,BORNO,MAIDUGURI M. C.,BOLORI  II,11.87268,13.13407,No,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Host Communities,Host Communities,Private Building,Host family house,700,254,363,277,381,599,650,531,453,124,82,3714,Yes,Place of origin,House damaged/destroyed,None,None,<25%,>75%,<25%,<75%,<50%,>75%,Blankets/Mats,On-site (>10 mn),Water truck,>15 ltr,Yes,No,Not so good (Not hygienic),0,No waste disposal system,Yes,Yes but no soap/water inside,Yes,Yes,"Yes, on site",Yes,Everyday,Cash,Yes,Malaria,No,Yes,On-site (<3 km),Government,Yes,Off-site,<25%,Daily labourer,Yes,Yes,No,Radio/news,Situation in areas of origin,No
14,JAJERI KANTUDU,BORNO,MAIDUGURI M. C.,BOLORI  II,11.87874,13.13328,No,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Host Communities,Host Communities,Private Building,Host family house,520,193,275,210,289,454,480,450,344,94,62,2851,Yes,Place of origin,House damaged/destroyed,None,None,<25%,>75%,<25%,<50%,<50%,<75%,Blankets/Mats,On-site (<10 mn),Piped water supply,>15 ltr,No,Yes,Not so good (Not hygienic),0,No waste disposal system,Yes,Yes but no soap/water inside,Yes,Yes,"Yes, on site",Yes,Everyday,Cash,Yes,Malaria,No,Yes,On-site (<3 km),Government,Yes,Off-site,<50%,Daily labourer,Yes,Yes,No,Radio/news,Situation in areas of origin,No
14,JAJERI BUDUMARI,BORNO,MAIDUGURI M. C.,BOLORI  II,11.8844,13.13081,No,,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Host Communities,Host Communities,Private Building,Host family house,245,86,123,94,129,215,315,217,174,32,10,1395,No,Place of origin,Lack of food,None,None,<25%,>75%,<50%,<75%,<50%,<75%,Blankets/Mats,On-site (<10 mn),Hand pumps,10 - 15 ltr,Yes,No,Not so good (Not hygienic),0,Burning,Yes,Yes,Yes,Yes,"Yes, on site",Yes,Everyday,Cash,Yes,Diarrhea,No,Yes,On-site (<3 km),Government,Yes,Off-site,<50%,Daily labourer,Yes,Yes,No,Local Leader,Safety and Security,No
14,JAJERI,BORNO,MAIDUGURI M. C.,BOLORI  II,11.87231,13.12624,No,,No,Yes,No,Yes,Yes,Yes,No,Yes,Host Communities,Host Communities,Private Building,Host family house,1037,365,522,398,548,920,950,850,652,106,70,5381,No,Place of origin,Lack of safety,None,<25%,<25%,>75%,None,<50%,<75%,<50%,Blankets/Mats,On-site (<10 mn),Piped water supply,5 - 10 ltr,Yes,No,Not so good (Not hygienic),0,Burning,No,Yes but no soap/water inside,No,Yes,"Yes, on site",No,Irregular,Cash,Yes,Malaria,No,Yes,Off-site (<3 km),Government,Yes,Off-site,<50%,Daily labourer,Yes,Yes,No,Radio/news,Safety and Security,No
14,JAJERI BAYAN TASHA,BORNO,MAIDUGURI M. C.,BOLORI  II,11.873,13.12389,No,,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Host Communities,Host Communities,Private Building,Host family house,1700,893,382,1036,389,1481,1008,1500,975,225,150,8039,No,Place of origin,Accessibility,<25%,None,<25%,<75%,>75%,<75%,<75%,>75%,Blankets/Mats,On-site (<10 mn),Hand pumps,10 - 15 ltr,Yes,No,Not so good (Not hygienic),0,Burning,Yes,Yes but no soap/water inside,Yes,Yes,"Yes, on site",Yes,Everyday,Cash,Yes,Cough,No,Yes,Off-site (<3 km),Government,Yes,On-site,<50%,Daily labourer,Yes,Yes,No,Radio/news,Safety and Security,No
14,LAYIN DANKAFORO APOLO,BORNO,MAIDUGURI M. C.,BULABLIN,11.83543,13.15521,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Host Communities,Host Communities,Ancestral,Host family house,302,74,119,152,198,168,305,349,333,22,30,1750,Yes,Place of origin,Lack of food,None,None,<25%,<75%,<75%,None,<75%,<75%,Kitchen sets,On-site (<10 mn),Hand pumps,10 - 15 ltr,Yes,No,Not so good (Not hygienic),0,No waste disposal system,Yes,Yes but no soap/water inside,Yes,Yes,"Yes, on site",Yes,Irregular,Cash,Yes,Fever,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<75%,Petty trade,Yes,No,No,Radio/news,Safety and Security,No
14,NIYO STREET,BORNO,MAIDUGURI M. C.,BULABLIN,11.83512,13.156,No,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Host Communities,Host Communities,Private Building,Individual house,121,30,47,61,79,68,121,127,146,10,11,700,Yes,Place of origin,Lack of food,None,None,<25%,>75%,<75%,<75%,<75%,>75%,Blankets/Mats,On-site (<10 mn),Hand pumps,10 - 15 ltr,No,Yes,Not so good (Not hygienic),0,No waste disposal system,Yes,Yes,No,Yes,"Yes, on site",Yes,Irregular,Cash,Yes,Fever,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<50%,Daily labourer,No,No,Yes,Radio/news,Safety and Security,No
14,MALLAM TERAB,BORNO,MAIDUGURI M. C.,BULABLIN,11.83662,13.15824,No,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Host Communities,Host Communities,Private Building,Individual house,155,39,60,78,102,186,157,117,134,10,17,900,Yes,Place of origin,Lack of safety,None,None,<25%,>75%,<50%,<25%,<50%,>75%,Kitchen sets,On-site (<10 mn),Hand pumps,10 - 15 ltr,Yes,No,Not so good (Not hygienic),0,No waste disposal system,Yes,Yes but no soap/water inside,Yes,Yes,"Yes, on site",Yes,Once a month,Cash,Yes,Fever,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<50%,Petty trade,Yes,No,No,Radio/news,Safety and Security,No
14,ALI GONI,BORNO,MAIDUGURI M. C.,BULABLIN,11.83573,13.15843,No,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Host Communities,Host Communities,Private Building,Individual house,466,114,183,235,305,259,470,490,563,35,46,2700,Yes,Place of origin,Lack of safety,None,None,<25%,>75%,<75%,<75%,<75%,>75%,Kitchen sets,On-site (<10 mn),Hand pumps,10 - 15 ltr,Yes,No,Not so good (Not hygienic),0,Burning,No,Yes but no soap/water inside,No,Yes,"Yes, on site",Yes,Once a month,Cash,Yes,Fever,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<75%,Petty trade,Yes,No,No,Radio/news,Safety and Security,No
14,AG SATOMI,BORNO,MAIDUGURI M. C.,BULABLIN,11.83745,13.15872,No,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Host Communities,Host Communities,Private Building,Individual house,431,105,170,207,293,239,436,454,521,30,45,2500,Yes,Place of origin,Lack of safety,None,None,<25%,>75%,<75%,<75%,<75%,>75%,Mosquito nets,On-site (<10 mn),Hand pumps,10 - 15 ltr,Yes,No,Not so good (Not hygienic),0,No waste disposal system,Yes,Yes but no soap/water inside,No,Yes,"Yes, on site",Yes,Irregular,Cash,Yes,Fever,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<75%,Daily labourer,Yes,No,No,Radio/news,Safety and Security,No
14,LAYIN JIJIANI,BORNO,MAIDUGURI M. C.,BULABLIN,11.83745,13.15872,No,,No,Yes,No,Yes,No,Yes,Yes,Yes,Host Communities,Host Communities,Private Building,Individual house,259,63,102,130,170,204,201,272,313,21,24,1500,Yes,Place of origin,Lack of safety,None,None,<25%,>75%,<50%,<75%,<50%,<75%,Blankets/Mats,On-site (<10 mn),Spring,>15 ltr,Yes,No,Not so good (Not hygienic),0,Burning,Yes,Yes,Yes,Yes,"Yes, off site",Yes,Irregular,Cash,Yes,Malaria,No,Yes,Off-site (<3 km),Government,Yes,On-site,<50%,Daily labourer,Yes,No,No,Radio/news,Distribution,No
14,DAMATURU ST.SINARI,BORNO,MAIDUGURI M. C.,FEZZAN,11.84468,13.15623,No,,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Host Communities,Host Communities,Private Building,Host family house,32,6,12,20,14,19,17,41,44,3,4,180,Yes,Place of origin,Lack of safety,None,None,<25%,>75%,>75%,<50%,<25%,<25%,Blankets/Mats,On-site (<10 mn),Hand pumps,10 - 15 ltr,Yes,No,Not so good (Not hygienic),0,Burning,No,Yes but no soap/water inside,No,Yes,"Yes, on site",Yes,Everyday,Cash,Yes,Cough,No,Yes,On-site (<3 km),Government,Yes,On-site,<50%,Daily labourer,No,Yes,Yes,Radio/news,Safety and Security,No
14,LAWANTI,BORNO,MAIDUGURI M. C.,FEZZAN,11.84043,13.15669,No,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Host Communities,Host Communities,Private Building,Host family house,19,5,7,9,10,11,9,23,22,2,2,100,No,Place of origin,Lack of safety,None,None,<25%,>75%,>75%,<25%,<50%,<25%,Mosquito nets,On-site (<10 mn),Hand pumps,10 - 15 ltr,Yes,No,Not so good (Not hygienic),0,Burning,No,Yes but no soap/water inside,Yes,No,"Yes, on site",Yes,Everyday,Cash,Yes,Cough,No,Yes,On-site (<3 km),Government,Yes,On-site,<75%,Daily labourer,Yes,No,No,Families/Friends,Safety and Security,No
14,FURMARI,BORNO,MAIDUGURI M. C.,FEZZAN,11.84352,13.15387,No,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Host Communities,Host Communities,Private Building,Host family house,25,7,9,13,13,13,15,32,31,3,4,140,No,Place of origin,Lack of safety,None,None,<25%,>75%,>75%,<25%,<25%,<25%,Blankets/Mats,On-site (<10 mn),Hand pumps,>15 ltr,Yes,No,Not so good (Not hygienic),0,Burning,No,Yes but no soap/water inside,Yes,No,"Yes, on site",Yes,Everyday,Cash,Yes,Fever,No,Yes,On-site (<3 km),Government,Yes,On-site,<50%,Daily labourer,Yes,No,No,Families/Friends,Safety and Security,No
14,BAZAN FARER,BORNO,MAIDUGURI M. C.,FEZZAN,11.8425,13.15373,No,,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Host Communities,Host Communities,Private Building,Host family house,9,2,3,4,6,5,4,12,12,1,1,50,Yes,Place of origin,Lack of safety,None,None,<25%,>75%,>75%,<25%,<25%,<25%,Blankets/Mats,On-site (>10 mn),Hand pumps,5 - 10 ltr,Yes,No,Not so good (Not hygienic),0,Burning,No,Yes but no soap/water inside,Yes,No,"Yes, on site",Yes,Everyday,Cash,Yes,Cough,No,Yes,On-site (<3 km),Government,Yes,On-site,<50%,Daily labourer,No,No,No,Radio/news,Safety and Security,No
14,FUREMARI,BORNO,MAIDUGURI M. C.,FEZZAN,11.84475,13.15466,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Host Communities,Host Communities,Private Building,Host family house,28,5,7,9,10,8,12,23,24,2,2,102,No,Place of origin,Lack of safety,None,None,None,>75%,<75%,<25%,<25%,<25%,Blankets/Mats,On-site (<10 mn),Hand pumps,5 - 10 ltr,No,Yes,Not so good (Not hygienic),0,Burning,No,Yes but no soap/water inside,No,Yes,"Yes, on site",Yes,Everyday,Cash,Yes,Cough,No,Yes,On-site (<3 km),Government,Yes,On-site,<50%,Daily labourer,No,No,No,Families/Friends,Safety and Security,No
14,GAMBORU I,BORNO,MAIDUGURI M. C.,GAMBORU LIBERTY,11.85268,13.16987,No,,Yes,Yes,No,Yes,No,Yes,No,No,Host Communities,Host Communities,Private Building,Host family house,2047,507,609,924,1643,1161,1518,1962,2615,45,179,11163,No,Place of origin,Lack of safety,None,None,None,>75%,<75%,<50%,<25%,<25%,Mosquito nets,On-site (<10 mn),Hand pumps,5 - 10 ltr,Yes,No,Not so good (Not hygienic),0,Burning,No,Yes but no soap/water inside,No,Yes,"Yes, off site",Yes,Irregular,Cash,No,Malaria,No,Yes,Off-site (<3 km),Government,Yes,Off-site,<50%,Petty trade,Yes,Yes,No,Radio/news,Situation in areas of origin,No
14,GAMBORU II,BORNO,MAIDUGURI M. C.,GAMBORU LIBERTY,11.86403,13.16827,No,,Yes,Yes,No,Yes,No,Yes,No,No,Host Communities,Host Communities,Private Building,Host family house,1930,474,569,864,1535,1085,1418,2443,1833,42,167,10430,No,Place of origin,Lack of safety,None,None,None,>75%,>75%,>75%,<25%,<50%,Soap,On-site (<10 mn),Piped water supply,10 - 15 ltr,Yes,No,Not so good (Not hygienic),0,Burning,No,Yes but no soap/water inside,No,Yes,"Yes, off site",Yes,Irregular,Cash,No,Malaria,Yes,Yes,Off-site (<3 km),Government,Yes,Off-site,<50%,Petty trade,Yes,Yes,No,Radio/news,Situation in areas of origin,No
14,GAMBORU III,BORNO,MAIDUGURI M. C.,GAMBORU LIBERTY,11.85351,13.16894,No,,Yes,Yes,No,Yes,Yes,Yes,No,No,Host Communities,Host Communities,Private Building,Host family house,880,176,211,320,570,403,526,680,906,15,62,3869,No,Place of origin,Lack of safety,None,None,None,>75%,<75%,<50%,<25%,<50%,Kitchen sets,On-site (<10 mn),Hand pumps,5 - 10 ltr,Yes,No,Not so good (Not hygienic),0,Burning,No,Yes but no soap/water inside,No,Yes,"Yes, on site",Yes,Irregular,Cash,Yes,Malaria,No,Yes,Off-site (<3 km),Government,Yes,Off-site,<50%,Daily labourer,Yes,Yes,No,Radio/news,Situation in areas of origin,No
14,MAMMAN SHUWA,BORNO,MAIDUGURI M. C.,GWANGE  I,11.84108,13.17422,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Host Communities,Host Communities,Ancestral,Host family house,1013,303,354,713,663,663,1071,724,1190,76,223,5980,No,Place of origin,Lack of safety,None,None,None,>75%,<75%,<75%,<50%,>75%,Blankets/Mats,On-site (<10 mn),Hand pumps,>15 ltr,No,Yes,Not so good (Not hygienic),0,No waste disposal system,Yes,Yes but no soap/water inside,Yes,Yes,"Yes, on site",Yes,Irregular,Distribution,Yes,Cough,Yes,Yes,On-site (<3 km),INGO,Yes,On-site,<75%,Petty trade,No,Yes,No,Local Leader,Distribution,No
14,ZAWUYA,BORNO,MAIDUGURI M. C.,GWANGE  I,11.83969,13.16843,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Host Communities,Host Communities,Ancestral,Host family house,646,193,226,454,422,422,682,461,758,64,127,3809,No,Place of origin,Lack of safety,None,None,None,>75%,<75%,<75%,<50%,>75%,Blankets/Mats,On-site (<10 mn),Water truck,>15 ltr,No,Yes,Not so good (Not hygienic),0,No waste disposal system,Yes,Yes but no soap/water inside,Yes,Yes,"Yes, on site",Yes,Irregular,Distribution,Yes,Cough,Yes,Yes,On-site (<3 km),INGO,Yes,On-site,<75%,Daily labourer,No,Yes,No,Local Leader,Distribution,No
14,MAI JIR,BORNO,MAIDUGURI M. C.,GWANGE  I,11.83892,13.16886,No,,Yes,Yes,No,Yes,No,Yes,Yes,No,Host Communities,Host Communities,Ancestral,Host family house,797,278,239,560,521,521,842,569,935,78,157,4700,No,Place of origin,Lack of safety,None,None,None,>75%,<75%,<75%,<50%,>75%,Blankets/Mats,On-site (>10 mn),Water truck,>15 ltr,No,Yes,Not so good (Not hygienic),0,No waste disposal system,Yes,Yes but no soap/water inside,Yes,Yes,"Yes, off site",Yes,Irregular,Distribution,Yes,Fever,No,Yes,Off-site (<3 km),NGO,Yes,On-site,<75%,Daily labourer,Yes,Yes,No,Radio/news,Distribution,No
14,DALORI GANA,BORNO,MAIDUGURI M. C.,GWANGE  I,11.83737,13.19505,No,,No,Yes,No,Yes,Yes,Yes,Yes,No,Host Communities,Host Communities,Ancestral,Host family house,597,158,184,371,345,350,552,377,619,52,104,3112,No,Place of origin,Lack of safety,None,None,None,>75%,<75%,<75%,<50%,>75%,Blankets/Mats,On-site (>10 mn),Water truck,>15 ltr,No,Yes,Not so good (Not hygienic),0,No waste disposal system,Yes,Yes but no soap/water inside,Yes,Yes,"Yes, on site",Yes,Irregular,Distribution,Yes,Fever,No,Yes,Off-site (<3 km),NGO,Yes,On-site,<75%,Daily labourer,No,Yes,No,Families/Friends,Distribution,No
14,SABON GARI,BORNO,MAIDUGURI M. C.,GWANGE  II,11.82921,13.16487,No,,No,Yes,Yes,Yes,No,Yes,Yes,No,Host Communities,Host Communities,Ancestral,Host family house,167,43,43,49,64,110,145,162,286,16,32,950,No,Place of origin,Lack of food,None,None,<25%,>75%,<75%,<75%,<50%,>75%,Blankets/Mats,On-site (<10 mn),Water truck,>15 ltr,No,Yes,Not so good (Not hygienic),0,No waste disposal system,Yes,Yes but no soap/water inside,Yes,Yes,"Yes, off site",No,Irregular,Distribution,Yes,Malaria,No,Yes,On-site (>3 km),Government,Yes,On-site,<75%,Daily labourer,No,Yes,No,Families/Friends,Distribution,No
