SURVEY ROUND,SITE ID,SITE NAME,STATE,LGA,WARD,STATUS,LATITUDE,LONGITUDE,SITE MANAGEMENT AGENCY (SMA),SMA TYPE,REGISTRATION ACTIVITY,SUPPORT WASH,SUPPORT HEALTH,SUPPORT SHELTER/NFI,SUPPORT FOOD,SUPPORT PROTECTION,SUPPORT EDUCATION,SUPPORT LIVELIHOOD,SITE CLASSIFICATION,SITE TYPE,LAND OWNERSHIP,COMMON SHELTER TYPE,NO OF HOUSEHOLDS,INFANTS MALE,INFANTS FEMALE,CHILDREN MALE,CHILDREN FEMALE,YOUTH MALE,YOUTH FEMALE,ADULT MALE,ADULT FEMALE,ELDERLY MALE,ELDERLY FEMALE,TOTAL NUMBER OF IDPS,PREVIOUSLY BEEN DISPLACED,INTENDED RETURN AREA,WHY NOT RETURN,NO SHELTER,TENTS,MAKESHIFT,INDOORS,ACCESS ELECTRICITY,ACCESS SAFE COOKING,HAVE PRIVATE AREAS,HAVE MOSQUITO NETS,MOST NEEDED NFI,WATER SOURCE LOCATION,DRINKING WATER SOURCE,WATER CONSUMPTION,DRINKING WATER POTABLE,DRINKING WATER QUALITY COMPLAINTS,LATRINE CONDITION,FUNCTIONING TOILET,GARBAGE DISPOSAL,SOLID WASTE PROBLEM,HAND WASHING STATIONS,HYGIENE PROMOTION CAMPAIGN,OPEN DEFECATION,ACCESS TO FOOD,ACCESS TO MARKET,DISTRIBUTION FREQUENCY,OBTAINING FOOD,MALNUTRITION SCREENING,MOST PREVALENT HEALTH PROBLEM,ACCESS TO MEDICINE,ACCESS TO HEALTH FACILITY,LOCATION HEALTH FACILITY,HEALTH FACILITIES PROVIDER,ACCESS TO EDUCATION,EDUCATION LOCATION,ATTENDING SCHOOL,MAJORITY OCCUPATION,ACCESS TO INCOME,LIVESTOCK,CULTIVATION,SOURCE OF INFORMATION FOR MOST RESIDENTS,MAIN TOPIC IDP'S ARE REQUESTING INFORMATION,SERIOUS PROBLEM DUE TO LACK OF INFORMATION
14,BO_S126,OLD AMANA HOSPITAL,BORNO,JERE,MASHAMARI,INFORMAL,11.85233,13.17959,Yes,Individual/Private,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Spontaneous,Collective Settlement/Centre,Private Building,Health facility,12,0,0,11,13,8,6,0,11,1,1,51,No,Place of origin,Lack of safety,None,None,None,>75%,<50%,<50%,<50%,<50%,Kitchen sets,On-site (<10 mn),Hand pumps,>15 ltr,Yes,No,Not so good (Not hygienic),2,Burning,No,Yes but no soap/water inside,No,No,"Yes, on site",Yes,Everyday,Cash,Yes,Cough,No,Yes,Off-site (<3 km),Government,Yes,On-site,>75%,Petty trade,Yes,Yes,Yes,Local Leader,Access to services,No
14,BO_S163,ALHAJI MUSTAPHA BABAGANA HOUSE,BORNO,JERE,MASHAMARI,INFORMAL,11.85664,13.19427,Yes,Individual/Private,No,No,No,No,No,No,No,No,Spontaneous,Collective Settlement/Centre,Private Building,Individual house,44,9,12,41,43,60,54,24,48,3,6,300,No,Place of origin,Lack of safety,None,None,<50%,<50%,None,<25%,None,None,Kitchen sets,Off-site (>10 mn),Piped water supply,5 - 10 ltr,Yes,No,Not so good (Not hygienic),4,Burning,Yes,Yes but no soap/water inside,No,No,"Yes, off site",No,Everyday,Cash,No,Malaria,Yes,Yes,Off-site (<3 km),Government,Yes,Off-site,<50%,Daily labourer,Yes,Yes,No,Local Leader,Distribution,No
14,BO_S164,BAKURA AHMED HOUSE ,BORNO,JERE,MASHAMARI,INFORMAL,11.85776,13.19539,Yes,Individual/Private,No,No,No,No,No,No,No,Yes,Spontaneous,Collective Settlement/Centre,Private Building,Individual house,7,0,2,3,5,7,9,9,10,2,3,50,No,Place of origin,Lack of safety,None,None,None,>75%,None,<25%,None,None,Blankets/Mats,Off-site (<10 mn),Hand pumps,5 - 10 ltr,Yes,No,Not so good (Not hygienic),2,Burning,Yes,Yes but no soap/water inside,No,Yes,"Yes, off site",Yes,Everyday,Cash,No,Malaria,No,No,None,None,Yes,Off-site,<50%,Daily labourer,Yes,No,No,Radio/news,Distribution,No
14,BO_S165,ALHAJI ADAMS HOUSE ,BORNO,JERE,MASHAMARI,INFORMAL,11.84493,13.18623,Yes,Individual/Private,No,No,No,No,No,No,No,Yes,Spontaneous,Collective Settlement/Centre,Private Building,Self-made tents,15,3,3,12,13,19,20,7,10,2,1,90,No,Place of origin,Lack of safety,None,None,>75%,None,None,<25%,None,None,Blankets/Mats,Off-site (<10 mn),Hand pumps,5 - 10 ltr,Yes,No,Not so good (Not hygienic),1,Burning,Yes,Yes but no soap/water inside,No,Yes,"Yes, off site",Yes,Irregular,Cash,No,Malaria,No,Yes,Off-site (<3 km),Government,Yes,Off-site,<25%,Daily labourer,Yes,Yes,No,Local Leader,Distribution,No
14,BO_S166,BAMODU HOUSE ,BORNO,JERE,MASHAMARI,INFORMAL,11.85258,13.18114,Yes,Individual/Private,No,No,No,No,No,No,No,Yes,Spontaneous,Collective Settlement/Centre,Private Building,Self-made tents,21,3,5,15,13,25,20,27,38,1,3,150,No,Place of origin,Lack of safety,None,<50%,<50%,None,None,<25%,None,None,Blankets/Mats,Off-site (<10 mn),Hand pumps,5 - 10 ltr,Yes,No,Not so good (Not hygienic),2,Garbage pit,Yes,Yes but no soap/water inside,No,Yes,"Yes, off site",Yes,Irregular,Cash,No,Cough,Yes,Yes,Off-site (<3 km),Government,Yes,On-site,<50%,Daily labourer,Yes,No,No,Radio/news,Safety and Security,No
14,BO_S179,NGUD/ KHADDAMARI,BORNO,JERE,NGUDAA/ADDAMARI,INFORMAL,11.94897,13.22214,No,NULL,No,Yes,No,No,Yes,No,Yes,Yes,Spontaneous,Camp,Private Building,Tents,55,3,4,12,19,55,38,53,60,4,5,253,Yes,Place of origin,Accessibility,None,>75%,<25%,None,None,<25%,<25%,<25%,Blankets/Mats,On-site (<10 mn),Piped water supply,5 - 10 ltr,Yes,No,Not so good (Not hygienic),0,Burning,No,Yes but no soap/water inside,No,Yes,"Yes, on site",Yes,Irregular,Cash,No,Malaria,Yes,Yes,Off-site (>3 km),INGO,Yes,On-site,<25%,Farming,Yes,No,Yes,Local Leader,Safety and Security,No
14,BO_S003,MADINATU CAMP,BORNO,JERE,OLD MAIDUGURI,FORMAL,11.87746,13.18028,Yes,Government,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Spontaneous,Camp,Private Building,Self-made tents,392,13,12,120,96,607,890,548,679,5,10,2980,No,Place of origin,Lack of safety,None,None,>75%,<25%,None,None,<50%,<75%,Blankets/Mats,On-site (<10 mn),Hand pumps,10 - 15 ltr,Yes,No,Not so good (Not hygienic),14,Burning,No,Yes but no soap/water inside,Yes,No,"Yes, on site",Yes,Once a month,Host community donation,Yes,Malaria,Yes,Yes,On-site (<3 km),NGO,Yes,On-site,<25%,Daily labourer,Yes,No,No,Local Leader,Safety and Security,Yes
14,BO_S067,FARIA BUZU CAMP,BORNO,JERE,OLD MAIDUGURI,INFORMAL,11.87071,13.18924,No,NULL,Yes,Yes,No,No,No,Yes,No,Yes,Spontaneous,Collective Settlement/Centre,Private Building,Self-made tents,41,8,14,16,37,41,43,39,35,2,5,240,No,Place of origin,Lack of safety,<25%,<25%,>75%,None,None,None,None,None,Mosquito nets,On-site (<10 mn),Hand pumps,5 - 10 ltr,Yes,No,Non usable,0,Burning,Yes,Yes but no soap/water inside,No,Yes,"Yes, on site",Yes,Irregular,Cash,No,Malaria,Yes,Yes,Off-site (>3 km),Government,Yes,Off-site,<25%,Daily labourer,Yes,Yes,No,Local Leader,Situation in areas of origin,No
14,BO_S068,FARIA GIDAN BLOCK CAMP,BORNO,JERE,OLD MAIDUGURI,INFORMAL,11.86738,13.18157,Yes,INGO,No,Yes,Yes,Yes,No,No,No,No,Spontaneous,Camp,Private Building,Tents,598,116,200,235,534,602,633,500,594,27,79,3520,No,Place of origin,Lack of safety,None,>75%,<25%,None,None,<25%,None,<50%,Blankets/Mats,On-site (<10 mn),Hand pumps,10 - 15 ltr,Yes,No,Not so good (Not hygienic),82,Burning,Yes,Yes,Yes,Yes,"Yes, on site",Yes,Irregular,Cash,Yes,Malaria,Yes,Yes,On-site (<3 km),NGO,Yes,On-site,<25%,Daily labourer,Yes,Yes,No,Local Leader,Situation in areas of origin,No
14,BO_S072,KORSO BASHIR CAMP,BORNO,JERE,OLD MAIDUGURI,INFORMAL,11.86967,13.16442,No,NULL,No,No,No,Yes,No,No,No,Yes,Spontaneous,Collective Settlement/Centre,Private Building,Self-made tents,42,6,7,20,27,43,48,31,45,1,2,230,No,Place of origin,Lack of safety,None,<25%,<75%,<25%,None,None,<25%,>75%,Mosquito nets,Off-site (<10 mn),Hand pumps,<5 ltr,Yes,No,Not so good (Not hygienic),2,Burning,No,Yes but no soap/water inside,No,No,"Yes, off site",Yes,Irregular,Cash,Yes,Malaria,No,Yes,Off-site (<3 km),Government,Yes,Off-site,None,Petty trade,Yes,No,No,Local Leader,Safety and Security,Yes
14,BO_S076,SHUWARI CAMP,BORNO,JERE,OLD MAIDUGURI,INFORMAL,11.86757,13.16669,No,NULL,No,Yes,Yes,Yes,No,Yes,No,Yes,Spontaneous,Collective Settlement/Centre,Private Building,Self-made tents,23,3,5,7,9,12,18,16,26,7,11,114,No,Place of origin,Lack of safety,None,None,>75%,<25%,None,<25%,<25%,<50%,Blankets/Mats,On-site (<10 mn),Hand pumps,5 - 10 ltr,No,Yes,Not so good (Not hygienic),0,No waste disposal system,Yes,Yes,Yes,No,"Yes, off site",Yes,Irregular,Cash,Yes,Malaria,Yes,Yes,On-site (<3 km),NGO,Yes,Off-site,<25%,Daily labourer,Yes,No,Yes,Local Leader,Situation in areas of origin,No
14,BO_S113,EL-MISKIN CENTER,BORNO,JERE,OLD MAIDUGURI,FORMAL,11.87948,13.1751,Yes,Government,No,Yes,Yes,No,Yes,Yes,No,Yes,Spontaneous,Collective Settlement/Centre,Private Building,Self-made tents,1392,82,122,733,1100,1026,1540,1173,1761,369,451,8357,Yes,Place of origin,Lack of safety,<25%,<25%,<75%,None,None,<25%,<25%,<25%,Kitchen sets,On-site (<10 mn),Piped water supply,10 - 15 ltr,Yes,No,Not so good (Not hygienic),16,Garbage pit,Yes,Yes but no soap/water inside,No,Yes,"Yes, on site",Yes,Irregular,Cash,Yes,Malaria,Yes,Yes,On-site (<3 km),INGO,Yes,Off-site,None,Daily labourer,Yes,Yes,No,Local Leader,Situation in areas of origin,No
14,BO_S114,OLD MAIDUGURI POLICE STATION CAMP,BORNO,JERE,OLD MAIDUGURI,INFORMAL,11.87225,13.17355,No,NULL,No,Yes,Yes,No,Yes,Yes,No,Yes,Spontaneous,Camp,Private Building,Self-made tents,157,20,27,77,94,107,132,123,152,23,30,785,Yes,Place of origin,Lack of safety,<25%,<50%,<75%,None,None,<25%,<25%,<25%,Kitchen sets,On-site (<10 mn),Piped water supply,10 - 15 ltr,Yes,No,Good (Hygienic),10,Burning,No,Yes but no soap/water inside,No,Yes,"Yes, on site",Yes,Irregular,Cash,No,Fever,No,Yes,Mobile clinic,NGO,Yes,Off-site,None,Daily labourer,Yes,Yes,No,Local Leader,Situation in areas of origin,No
14,BO_S178,EL-MISKIN TRANSIT,BORNO,JERE,OLD MAIDUGURI,FORMAL,11.88285,13.17695,Yes,Government,No,No,Yes,No,Yes,Yes,No,Yes,Spontaneous,Transitional Centre,Private Building,No shelter,47,11,18,19,30,30,38,36,43,15,10,250,Yes,Place of origin,Lack of safety,>75%,None,None,None,None,None,None,<25%,Kitchen sets,Off-site (<10 mn),Piped water supply,10 - 15 ltr,Yes,No,Not so good (Not hygienic),16,Garbage pit,Yes,Yes but no soap/water inside,No,Yes,"Yes, on site",Yes,Irregular,Distribution,No,Malaria,Yes,Yes,On-site (<3 km),INGO,Yes,Off-site,None,Daily labourer,Yes,No,No,Local Leader,Situation in areas of origin,No
14,BO_S028,GSS BENISHEIKH,BORNO,KAGA,BENISHEIKH,FORMAL,11.80053,12.47642,Yes,Armed Forces,Yes,Yes,Yes,Yes,No,Yes,No,No,Spontaneous,Collective Settlement/Centre,Public/Government,School,526,170,195,244,390,170,341,341,584,73,122,2630,No,Place of origin,Lack of safety,None,None,<25%,>75%,None,<75%,<50%,<50%,Blankets/Mats,On-site (<10 mn),Piped water supply,>15 ltr,Yes,No,Not so good (Not hygienic),193,Garbage pit,No,Yes,Yes,Yes,No,Yes,Never,Cultivated,Yes,Malaria,Yes,Yes,On-site (<3 km),INGO,Yes,Off-site,>75%,Farming,Yes,Yes,Yes,Local Leader,Situation in areas of origin,No
14,BO_S029,LOW COST / SDP,BORNO,KAGA,BENISHEIKH,INFORMAL,11.8032,12.49541,No,NULL,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Spontaneous,Collective Settlement/Centre,Public/Government,Government building,299,97,111,138,222,97,194,194,333,42,69,1497,No,Place of origin,Lack of safety,None,None,<25%,>75%,None,>75%,None,<50%,Blankets/Mats,On-site (<10 mn),Piped water supply,>15 ltr,Yes,No,Not so good (Not hygienic),18,Burning,Yes,Yes,Yes,Yes,"Yes, off site",Yes,Irregular,Host community donation,Yes,Cough,Yes,Yes,On-site (<3 km),INGO,Yes,On-site,>75%,Farming,Yes,Yes,Yes,Radio/news,Situation in areas of origin,No
14,BO_S101,MAGISTRATE,BORNO,KAGA,BENISHEIKH,INFORMAL,11.80758,12.49841,No,NULL,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Spontaneous,Collective Settlement/Centre,Private Building,Tents,427,137,160,198,316,139,277,277,475,59,99,2137,No,Place of origin,Lack of safety,None,<75%,<25%,<50%,None,>75%,<50%,<50%,Blankets/Mats,On-site (<10 mn),Piped water supply,>15 ltr,Yes,No,Not so good (Not hygienic),13,Garbage pit,Yes,Yes,Yes,Yes,"Yes, on site",Yes,Irregular,Cash,Yes,Malaria,Yes,Yes,On-site (<3 km),INGO,Yes,Off-site,<75%,Collecting firewood,Yes,No,Yes,Local Leader,Situation in areas of origin,No
14,BO_S160,NRC CAMP,BORNO,KAGA,BENISHEIKH,INFORMAL,11.81643,12.49404,No,NULL,Yes,No,Yes,No,No,Yes,No,No,Spontaneous,Camp,Public/Government,Tents,380,123,141,176,281,123,248,250,423,53,88,1906,No,Place of origin,Lack of safety,None,>75%,<25%,None,None,>75%,None,<50%,Blankets/Mats,Off-site (<10 mn),Water truck,>15 ltr,Yes,No,Not so good (Not hygienic),0,No waste disposal system,Yes,Yes but no soap/water inside,Yes,Yes,"Yes, off site",No,Irregular,Cash,No,Malaria,Yes,Yes,On-site (<3 km),INGO,Yes,Off-site,>75%,Collecting firewood,Yes,No,Yes,Local Leader,Situation in areas of origin,No
14,BO_S161,LOW COST 2,BORNO,KAGA,BENISHEIKH,INFORMAL,11.80091,12.49478,No,NULL,No,Yes,Yes,No,No,Yes,Yes,No,Spontaneous,Camp,Public/Government,Tents,150,48,55,70,111,49,97,97,167,21,35,750,No,Place of origin,Lack of safety,None,>75%,<25%,None,None,>75%,None,<50%,Blankets/Mats,On-site (<10 mn),Piped water supply,>15 ltr,Yes,No,Not so good (Not hygienic),0,No waste disposal system,Yes,Yes but no soap/water inside,No,Yes,"Yes, off site",Yes,Irregular,Cash,Yes,Malaria,Yes,Yes,On-site (<3 km),INGO,Yes,On-site,>75%,Farming,Yes,No,Yes,Mobile phone,Safety and Security,No
14,BO_S162,AISHA BUHARI CAMP ,BORNO,KAGA,BENISHEIKH,INFORMAL,11.81253,12.49944,No,NULL,No,No,Yes,No,No,No,No,No,Spontaneous,Camp,Public/Government,Tents,520,168,193,241,385,169,337,337,578,72,120,2600,No,Place of origin,Lack of safety,None,>75%,<25%,None,None,<75%,None,<50%,Blankets/Mats,Off-site (>10 mn),Water truck,5 - 10 ltr,Yes,No,Not so good (Not hygienic),0,No waste disposal system,Yes,Yes but no soap/water inside,No,Yes,"Yes, off site",Yes,Irregular,Cash,Yes,Cough,Yes,Yes,On-site (<3 km),INGO,Yes,Off-site,>75%,Collecting firewood,Yes,No,Yes,Local Leader,Situation in areas of origin,No
14,BO_S173,RANN IDP SITE,BORNO,KALA BALGE,"RANN  ""A""",FORMAL,12.26917,14.46383,Yes,Armed Forces,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Spontaneous,Collective Settlement/Centre,Private Building,Self-made tents,6315,1026,1349,2949,3663,3982,4829,4055,5932,1980,1810,31575,No,Place of origin,Lack of safety,None,None,<75%,<50%,None,None,<25%,<50%,Blankets/Mats,On-site (<10 mn),Hand pumps,5 - 10 ltr,No,Yes,Not so good (Not hygienic),0,No waste disposal system,Yes,Yes but no soap/water inside,Yes,Yes,No,No,Never,Cultivated,Yes,Malnutrition,No,Yes,On-site (<3 km),NGO,Yes,On-site,<25%,Agro-pastoralism,No,Yes,Yes,Radio/news,Safety and Security,No
14,BO_S174,BOARDING PRIMARY SCHOOL ,BORNO,KALA BALGE,"RANN  ""A""",FORMAL,12.26702,14.47016,Yes,Armed Forces,No,No,No,No,No,Yes,Yes,No,Spontaneous,Collective Settlement/Centre,Public/Government,Self-made tents,340,53,67,284,183,156,279,213,275,81,109,1700,No,Place of origin,Lack of safety,None,<25%,>75%,None,None,None,None,<50%,Blankets/Mats,Off-site (>10 mn),Unprotected well,5 - 10 ltr,No,Yes,Non usable,0,No waste disposal system,Yes,Yes but no soap/water inside,Yes,Yes,No,No,Irregular,Cultivated,Yes,Malnutrition,No,Yes,On-site (<3 km),NGO,Yes,On-site,<75%,Agro-pastoralism,No,Yes,Yes,Radio/news,Safety and Security,No
14,BO_S175,GENERAL HOSPITAL RANN,BORNO,KALA BALGE,"RANN  ""A""",FORMAL,12.26579,14.46957,Yes,Armed Forces,No,Yes,Yes,No,No,Yes,Yes,No,Spontaneous,Collective Settlement/Centre,Public/Government,Self-made tents,404,68,93,112,170,171,265,518,541,45,37,2020,No,Place of origin,Lack of safety,None,<25%,>75%,None,None,None,None,<50%,Blankets/Mats,On-site (<10 mn),Piped water supply,5 - 10 ltr,Yes,No,Non usable,0,No waste disposal system,Yes,Yes but no soap/water inside,Yes,Yes,No,No,Never,Cultivated,Yes,Malnutrition,No,Yes,On-site (<3 km),NGO,Yes,On-site,>75%,Agro-pastoralism,No,Yes,Yes,Radio/news,Safety and Security,No
14,BO_S017,400 HOUSING ESATE GUBIO,BORNO,KONDUGA,AUNO / CHABBOL,FORMAL,11.90411,13.07949,Yes,Government,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Spontaneous,Collective Settlement/Centre,Public/Government,Government building,2263,557,523,1029,1142,1089,1262,1288,2247,242,1045,10424,No,Place of origin,Lack of safety,None,<25%,<25%,>75%,None,<25%,<50%,>75%,Bucket/Jerry Can,On-site (<10 mn),Piped water supply,5 - 10 ltr,Yes,No,Not so good (Not hygienic),279,Burning,No,Yes,Yes,No,"Yes, on site",Yes,Every 2 weeks,Distribution,Yes,Cough,Yes,Yes,On-site (<3 km),INGO,Yes,On-site,<25%,Petty trade,Yes,No,No,Families/Friends,Safety and Security,No
14,BO_S044,GIDAN TALATIN,BORNO,KONDUGA,AUNO / CHABBOL,INFORMAL,11.8161,13.06733,No,NULL,Yes,Yes,No,Yes,Yes,Yes,No,No,Spontaneous,Collective Settlement/Centre,Private Building,Individual house,48,5,8,16,25,29,43,34,51,4,5,220,No,Place of origin,Lack of safety,None,None,None,>75%,<25%,None,None,<25%,Blankets/Mats,On-site (<10 mn),Hand pumps,>15 ltr,Yes,No,Not so good (Not hygienic),7,Burning,No,Yes but no soap/water inside,Yes,Yes,"Yes, on site",Yes,Everyday,Cash,Yes,Malaria,Yes,Yes,On-site (<3 km),Government,Yes,Off-site,<50%,Daily labourer,No,No,No,Families/Friends,Safety and Security,No
14,BO_S046,JAFRA SHAGARI CAMP,BORNO,KONDUGA,AUNO / CHABBOL,INFORMAL,11.90714,13.09186,No,NULL,Yes,No,Yes,Yes,Yes,Yes,No,No,Spontaneous,Collective Settlement/Centre,Private Building,Community center,34,4,6,12,19,22,32,26,39,2,3,165,No,Place of origin,Lack of food,None,None,<50%,<75%,None,<50%,<50%,<25%,Blankets/Mats,Off-site (>10 mn),Water truck,5 - 10 ltr,Yes,No,Not so good (Not hygienic),4,Burning,Yes,Yes,Yes,No,"Yes, off site",Yes,Irregular,Distribution,Yes,Cough,Yes,Yes,On-site (<3 km),INGO,Yes,Off-site,<50%,Farming,No,Yes,Yes,Families/Friends,Situation in areas of origin,No
14,BO_S016,FEDERAL TRAINING CENTER CAMP,BORNO,KONDUGA,DALORI / WANORI,FORMAL,11.77867,13.22433,Yes,Government,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Spontaneous,Collective Settlement/Centre,Public/Government,Tents,4676,495,981,1260,2508,3854,7734,3366,6772,664,1358,28992,No,Place of origin,House damaged/destroyed,<25%,<75%,>75%,<25%,<25%,<75%,<25%,>75%,Blankets/Mats,On-site (<10 mn),Piped water supply,10 - 15 ltr,Yes,No,Not so good (Not hygienic),238,Garbage pit,No,Yes,Yes,Yes,"Yes, on site",Yes,Everyday,Distribution,Yes,Cough,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<50%,Petty trade,No,Yes,Yes,Site Management,Distribution,No
14,BO_S021,250 HOUSING ESTATE,BORNO,KONDUGA,DALORI / WANORI,FORMAL,11.76859,13.23782,Yes,Government,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Planned,Collective Settlement/Centre,Public/Government,Government building,1711,169,336,272,536,1183,2350,1418,2822,342,667,10095,No,Place of origin,House damaged/destroyed,None,<25%,<50%,>75%,None,>75%,<25%,>75%,Blankets/Mats,On-site (<10 mn),Piped water supply,5 - 10 ltr,Yes,No,Good (Hygienic),200,Burning,No,Yes,Yes,Yes,"Yes, on site",Yes,Everyday,Cash,Yes,Cough,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<50%,Daily labourer,No,No,No,Site Management,Access to services,Yes
14,BO_S071,CHALLUNURI,BORNO,KONDUGA,DALORI / WANORI,INFORMAL,11.74435,13.26588,No,NULL,No,No,Yes,No,No,No,No,No,Spontaneous,Collective Settlement/Centre,Public/Government,Self-made tents,72,12,17,22,40,42,63,24,45,27,17,309,Yes,Place of origin,Lack of safety,<25%,None,>75%,None,None,<25%,Unknown,<25%,Blankets/Mats,Off-site (<10 mn),Piped water supply,10 - 15 ltr,Yes,No,Not so good (Not hygienic),0,Burning,No,Yes,Yes,Yes,No,Yes,Never,Cultivated,No,Malaria,No,Yes,On-site (<3 km),NGO,No,Off-site,None,Farming,Yes,Yes,Yes,Families/Friends,Situation in areas of origin,No
14,BO_S075,GAYA KOFA,BORNO,KONDUGA,DALORI / WANORI,INFORMAL,11.7348,13.2362,No,NULL,Yes,No,Yes,No,No,No,No,No,Spontaneous,Collective Settlement/Centre,Public/Government,Self-made tents,123,26,41,64,71,181,218,357,358,128,169,1613,Yes,Place of origin,Lack of safety,<25%,None,>75%,None,None,<50%,<25%,<50%,Blankets/Mats,Off-site (>10 mn),Piped water supply,10 - 15 ltr,Yes,No,Not so good (Not hygienic),0,Garbage pit,No,Yes,No,Yes,No,Yes,Never,Cultivated,No,Cough,Yes,Yes,On-site (<3 km),INGO,Yes,Off-site,<25%,Agro-pastoralism,Yes,Yes,Yes,Families/Friends,Situation in areas of origin,Yes
14,BO_S108,YAWURI CAMP,BORNO,KONDUGA,DALORI / WANORI,INFORMAL,11.77589,13.21718,No,NULL,No,No,No,No,No,No,No,No,Spontaneous,Collective Settlement/Centre,Private Building,Individual house,53,7,11,23,34,40,59,47,70,4,5,300,No,Place of origin,Lack of safety,None,None,<25%,>75%,None,None,None,<25%,Blankets/Mats,Off-site (<10 mn),Piped water supply,5 - 10 ltr,Yes,No,Not so good (Not hygienic),0,No waste disposal system,Yes,Yes but no soap/water inside,No,Yes,No,No,Never,None,No,Fever,No,No,None,None,No,Off-site,None,Farming,No,No,No,Local Leader,Safety and Security,No
14,BO_S109,DALORI PRIMARY,BORNO,KONDUGA,DALORI / WANORI,INFORMAL,11.77699,13.21621,No,NULL,No,Yes,No,No,No,No,Yes,No,Spontaneous,Collective Settlement/Centre,Public/Government,Self-made tents,84,10,14,31,46,53,79,63,94,5,7,402,Yes,Place of origin,Lack of safety,<25%,None,<75%,<25%,None,<25%,<25%,<50%,Blankets/Mats,On-site (<10 mn),Piped water supply,10 - 15 ltr,Yes,No,Not so good (Not hygienic),0,Burning,Yes,Yes,No,Yes,No,Yes,Never,None,No,Cough,No,No,None,None,Yes,On-site,<50%,Daily labourer,Yes,Yes,No,Families/Friends,Situation in areas of origin,Yes
14,BO_S172,FLATARI,BORNO,KONDUGA,DALORI / WANORI,INFORMAL,11.770299,13.225934,No,NULL,No,No,Yes,Yes,No,Yes,No,No,Spontaneous,Camp,Private Building,Self-made tents,205,4,8,128,161,130,146,239,373,7,13,1209,No,Place of origin,Lack of safety,None,None,<75%,<25%,None,<75%,<50%,<75%,Plastic sheeting,Off-site (<10 mn),Piped water supply,>15 ltr,Yes,No,Not so good (Not hygienic),0,No waste disposal system,Yes,Yes but no soap/water inside,No,Yes,No,Yes,Never,Cash,Yes,Fever,No,Yes,On-site (<3 km),INGO,Yes,Off-site,<50%,Daily labourer,Yes,Yes,No,Families/Friends,Safety and Security,No
14,BO_S058,BOARDING SCHOOL,BORNO,KONDUGA,KONDUGA,INFORMAL,11.6623,13.39667,No,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Spontaneous,Collective Settlement/Centre,Private Building,School,979,152,178,570,679,732,1017,905,1093,141,116,5583,No,Place of origin,Lack of safety,<25%,<50%,<25%,<50%,<25%,<25%,<25%,>75%,Blankets/Mats,On-site (<10 mn),Piped water supply,>15 ltr,Yes,No,Not so good (Not hygienic),20,Burning,No,Yes,Yes,No,"Yes, on site",Yes,Once a week,Distribution,Yes,Cough,Yes,Yes,On-site (<3 km),INGO,Yes,On-site,<50%,Petty trade,Yes,No,No,Authorities,Situation in areas of origin,No
14,BO_S077,KALARI ABULE,BORNO,KONDUGA,KONDUGA,INFORMAL,11.73392,13.28427,No,NULL,No,No,Yes,No,No,Yes,No,No,Spontaneous,Collective Settlement/Centre,Public/Government,Self-made tents,667,49,54,464,564,550,634,526,582,69,78,3570,Yes,Place of origin,Lack of safety,<25%,None,>75%,None,None,<25%,<50%,<25%,Blankets/Mats,Off-site (>10 mn),Piped water supply,10 - 15 ltr,Yes,No,Not so good (Not hygienic),0,Garbage pit,No,Yes,No,Yes,No,Yes,Never,Cultivated,No,Cough,No,Yes,On-site (<3 km),INGO,No,None,None,Collecting firewood,Yes,Yes,Yes,Families/Friends,Situation in areas of origin,No
14,BO_S078,MASHUMAN KULUYE,BORNO,KONDUGA,KONDUGA,INFORMAL,11.67058,13.38301,No,NULL,No,Yes,No,No,No,Yes,No,No,Spontaneous,Collective Settlement/Centre,Public/Government,Self-made tents,588,45,64,367,449,513,629,522,784,70,87,3530,Yes,Place of origin,Accessibility,<25%,None,>75%,None,None,<25%,<50%,<25%,Kitchen sets,On-site (<10 mn),Hand pumps,10 - 15 ltr,Yes,No,Not so good (Not hygienic),4,No waste disposal system,Yes,Yes,No,Yes,No,Yes,Never,None,No,Malaria,No,No,None,None,No,None,None,Pastoralism,No,Yes,No,Local Leader,Situation in areas of origin,No
